trial,n,q,success,precond?
1,96,31,26,1
1,97,31,39,1
1,98,31,20,1
1,99,31,23,1
2,100,31,75,0
2,10,31,100,0
2,11,31,100,0
2,12,31,100,0
2,13,31,70,0
2,14,31,100,0
2,15,31,100,0
2,16,31,90,0
2,17,31,93,0
2,18,31,100,0
2,19,31,95,0
2,20,31,86,0
2,21,31,94,0
2,22,31,86,0
2,23,31,90,0
2,24,31,93,0
2,25,31,90,0
2,26,31,90,0
2,27,31,90,0
2,28,31,84,0
2,29,31,89,0
2,30,31,89,0
2,31,31,88,0
2,32,31,100,0
2,33,31,97,0
2,34,31,95,0
2,35,31,99,0
2,36,31,91,0
2,37,31,78,0
2,38,31,92,0
2,39,31,100,0
2,40,31,82,0
2,41,31,100,0
2,42,31,74,0
2,43,31,88,0
2,44,31,99,0
2,45,31,100,0
2,46,31,100,0
2,47,31,100,0
2,48,31,90,0
2,49,31,100,0
2,50,31,61,0
2,51,31,100,0
2,52,31,100,0
2,53,31,100,0
2,54,31,87,0
2,55,31,100,0
2,56,31,79,0
2,57,31,82,0
2,58,31,91,0
2,59,31,100,0
2,60,31,88,0
2,61,31,93,0
2,62,31,68,0
2,63,31,74,0
2,64,31,100,0
2,65,31,95,0
2,66,31,100,0
2,67,31,83,0
2,68,31,100,0
2,69,31,99,0
2,70,31,100,0
2,71,31,100,0
2,72,31,100,0
2,73,31,100,0
2,74,31,93,0
2,75,31,81,0
2,76,31,76,0
2,77,31,100,0
2,78,31,90,0
2,79,31,91,0
2,80,31,100,0
2,81,31,100,0
2,82,31,91,0
2,83,31,100,0
2,84,31,100,0
2,85,31,77,0
2,86,31,90,0
2,87,31,97,0
2,88,31,100,0
2,89,31,88,0
2,90,31,72,0
2,91,31,100,0
2,92,31,100,0
2,93,31,92,0
2,94,31,93,0
2,95,31,78,0
2,96,31,81,0
2,97,31,100,0
2,98,31,100,0
2,99,31,86,0
2,100,31,29,1
2,10,31,58,1
2,11,31,54,1
2,12,31,57,1
2,13,31,36,1
2,14,31,38,1
2,15,31,35,1
2,16,31,49,1
2,17,31,26,1
2,18,31,28,1
2,19,31,26,1
2,20,31,25,1
2,21,31,38,1
2,22,31,24,1
2,23,31,28,1
2,24,31,30,1
2,25,31,40,1
2,26,31,25,1
2,27,31,22,1
2,28,31,26,1
2,29,31,33,1
2,30,31,21,1
2,31,31,14,1
2,32,31,25,1
2,33,31,21,1
2,34,31,28,1
2,35,31,15,1
2,36,31,16,1
2,37,31,17,1
2,38,31,21,1
2,39,31,24,1
2,40,31,21,1
2,41,31,29,1
2,42,31,24,1
2,43,31,20,1
2,44,31,27,1
2,45,31,14,1
2,46,31,12,1
2,47,31,26,1
2,48,31,32,1
2,49,31,29,1
2,50,31,12,1
2,51,31,28,1
2,52,31,35,1
2,53,31,31,1
2,54,31,18,1
2,55,31,31,1
2,56,31,30,1
2,57,31,18,1
2,58,31,14,1
2,59,31,21,1
2,60,31,21,1
2,61,31,23,1
2,62,31,22,1
2,63,31,31,1
2,64,31,13,1
2,65,31,23,1
2,66,31,25,1
2,67,31,26,1
2,68,31,22,1
2,69,31,36,1
2,70,31,19,1
2,71,31,18,1
2,72,31,17,1
2,73,31,34,1
2,74,31,31,1
2,75,31,24,1
2,76,31,26,1
2,77,31,22,1
2,78,31,32,1
2,79,31,27,1
2,80,31,31,1
2,81,31,30,1
2,82,31,30,1
2,83,31,24,1
2,84,31,43,1
2,85,31,38,1
2,86,31,27,1
2,87,31,29,1
2,88,31,22,1
2,89,31,27,1
2,90,31,30,1
2,91,31,24,1
2,92,31,32,1
2,93,31,32,1
2,94,31,26,1
2,95,31,35,1
2,96,31,24,1
2,97,31,21,1
2,98,31,32,1
2,99,31,34,1
3,100,31,78,0
3,10,31,100,0
3,11,31,90,0
3,12,31,100,0
3,13,31,74,0
3,14,31,93,0
3,15,31,93,0
3,16,31,92,0
3,17,31,90,0
3,18,31,83,0
3,19,31,100,0
3,20,31,99,0
3,21,31,89,0
3,22,31,89,0
3,23,31,100,0
3,24,31,82,0
3,25,31,91,0
3,26,31,83,0
3,27,31,100,0
3,28,31,100,0
3,29,31,93,0
3,30,31,92,0
3,31,31,89,0
3,32,31,100,0
3,33,31,91,0
3,34,31,100,0
3,35,31,78,0
3,36,31,83,0
3,37,31,86,0
3,38,31,85,0
3,39,31,92,0
3,40,31,100,0
3,41,31,82,0
3,42,31,73,0
3,43,31,100,0
3,44,31,90,0
3,45,31,100,0
3,46,31,100,0
3,47,31,85,0
3,48,31,91,0
3,49,31,83,0
3,50,31,96,0
3,51,31,69,0
3,52,31,72,0
3,53,31,89,0
3,54,31,96,0
3,55,31,92,0
3,56,31,99,0
3,57,31,86,0
3,58,31,79,0
3,59,31,71,0
3,60,31,95,0
3,61,31,100,0
3,62,31,88,0
3,63,31,99,0
3,64,31,94,0
3,65,31,97,0
3,66,31,84,0
3,67,31,100,0
3,68,31,100,0
3,69,31,100,0
3,70,31,100,0
3,71,31,88,0
3,72,31,78,0
3,73,31,100,0
3,74,31,91,0
3,75,31,91,0
3,76,31,85,0
3,77,31,88,0
3,78,31,91,0
3,79,31,100,0
3,80,31,79,0
3,81,31,100,0
3,82,31,96,0
3,83,31,100,0
3,84,31,82,0
3,85,31,86,0
3,86,31,91,0
3,87,31,94,0
3,88,31,93,0
3,89,31,100,0
3,90,31,69,0
3,91,31,100,0
3,92,31,86,0
3,93,31,91,0
3,94,31,88,0
3,95,31,86,0
3,96,31,82,0
3,97,31,100,0
3,98,31,91,0
3,99,31,86,0
3,100,31,20,1
3,10,31,45,1
3,11,31,58,1
3,12,31,51,1
3,13,31,31,1
3,14,31,37,1
3,15,31,34,1
3,16,31,25,1
3,17,31,59,1
3,18,31,65,1
3,19,31,29,1
3,20,31,32,1
3,21,31,24,1
3,22,31,24,1
3,23,31,27,1
3,24,31,35,1
3,25,31,15,1
3,26,31,19,1
3,27,31,28,1
3,28,31,19,1
3,29,31,35,1
3,30,31,37,1
3,31,31,34,1
3,32,31,17,1
3,33,31,23,1
3,34,31,18,1
3,35,31,27,1
3,36,31,26,1
3,37,31,21,1
3,38,31,15,1
3,39,31,21,1
3,40,31,27,1
3,41,31,19,1
3,42,31,30,1
3,43,31,28,1
3,44,31,15,1
3,45,31,15,1
3,46,31,28,1
3,47,31,22,1
3,48,31,31,1
3,49,31,27,1
3,50,31,28,1
3,51,31,23,1
3,52,31,22,1
3,53,31,25,1
3,54,31,35,1
3,55,31,16,1
3,56,31,29,1
3,57,31,27,1
3,58,31,20,1
3,59,31,16,1
3,60,31,28,1
3,61,31,24,1
3,62,31,22,1
3,63,31,10,1
3,64,31,28,1
3,65,31,27,1
3,66,31,30,1
3,67,31,29,1
3,68,31,33,1
3,69,31,21,1
3,70,31,21,1
3,71,31,23,1
3,72,31,16,1
3,73,31,19,1
3,74,31,26,1
3,75,31,21,1
3,76,31,23,1
3,77,31,25,1
3,78,31,21,1
3,79,31,21,1
3,80,31,30,1
3,81,31,31,1
3,82,31,28,1
3,83,31,28,1
3,84,31,34,1
3,85,31,27,1
3,86,31,28,1
3,87,31,37,1
3,88,31,33,1
3,89,31,23,1
3,90,31,29,1
3,91,31,23,1
3,92,31,28,1
3,93,31,31,1
3,94,31,29,1
3,95,31,23,1
3,96,31,38,1
3,97,31,27,1
3,98,31,27,1
3,99,31,38,1
4,100,31,100,0
4,10,31,83,0
4,11,31,90,0
4,12,31,81,0
4,13,31,100,0
4,14,31,87,0
4,15,31,88,0
4,16,31,89,0
4,17,31,100,0
4,18,31,86,0
4,19,31,100,0
4,20,31,100,0
4,21,31,87,0
4,22,31,63,0
4,23,31,93,0
4,24,31,79,0
4,25,31,88,0
4,26,31,90,0
4,27,31,100,0
4,28,31,100,0
4,29,31,95,0
4,30,31,100,0
4,31,31,92,0
4,32,31,100,0
4,33,31,93,0
4,34,31,91,0
4,35,31,94,0
4,36,31,92,0
4,37,31,100,0
4,38,31,77,0
4,39,31,100,0
4,40,31,80,0
4,41,31,100,0
4,42,31,100,0
4,43,31,100,0
4,44,31,89,0
4,45,31,82,0
4,46,31,100,0
4,47,31,100,0
4,48,31,94,0
4,49,31,99,0
4,50,31,85,0
4,51,31,100,0
4,52,31,92,0
4,53,31,89,0
4,54,31,88,0
4,55,31,100,0
4,56,31,72,0
4,57,31,80,0
4,58,31,90,0
4,59,31,100,0
4,60,31,100,0
4,61,31,83,0
4,62,31,83,0
4,63,31,92,0
4,64,31,93,0
4,65,31,100,0
4,66,31,100,0
4,67,31,91,0
4,68,31,84,0
4,69,31,88,0
4,70,31,100,0
4,71,31,100,0
4,72,31,89,0
4,73,31,73,0
4,74,31,69,0
4,75,31,97,0
4,76,31,89,0
4,77,31,89,0
4,78,31,55,0
4,79,31,87,0
4,80,31,93,0
4,81,31,99,0
4,82,31,90,0
4,83,31,63,0
4,84,31,100,0
4,85,31,74,0
4,86,31,93,0
4,87,31,87,0
4,88,31,83,0
4,89,31,95,0
4,90,31,86,0
4,91,31,86,0
4,92,31,91,0
4,93,31,100,0
4,94,31,91,0
4,95,31,90,0
4,96,31,80,0
4,97,31,100,0
4,98,31,76,0
4,99,31,84,0
4,100,31,29,1
4,10,31,30,1
4,11,31,43,1
4,12,31,35,1
4,13,31,46,1
4,14,31,35,1
4,15,31,35,1
4,16,31,32,1
4,17,31,47,1
4,18,31,49,1
4,19,31,52,1
4,20,31,34,1
4,21,31,34,1
4,22,31,35,1
4,23,31,21,1
4,24,31,24,1
4,25,31,30,1
4,26,31,32,1
4,27,31,28,1
4,28,31,21,1
4,29,31,28,1
4,30,31,26,1
4,31,31,26,1
4,32,31,23,1
4,33,31,21,1
4,34,31,25,1
4,35,31,27,1
4,36,31,28,1
4,37,31,26,1
4,38,31,32,1
4,39,31,22,1
4,40,31,16,1
4,41,31,27,1
4,42,31,26,1
4,43,31,31,1
4,44,31,21,1
4,45,31,27,1
4,46,31,36,1
4,47,31,20,1
4,48,31,16,1
4,49,31,29,1
4,50,31,30,1
4,51,31,29,1
4,52,31,13,1
4,53,31,21,1
4,54,31,24,1
4,55,31,38,1
4,56,31,27,1
4,57,31,20,1
4,58,31,38,1
4,59,31,17,1
4,60,31,27,1
4,61,31,23,1
4,62,31,21,1
4,63,31,29,1
4,64,31,24,1
4,65,31,15,1
4,66,31,25,1
4,67,31,26,1
4,68,31,26,1
4,69,31,22,1
4,70,31,35,1
4,71,31,29,1
4,72,31,28,1
4,73,31,33,1
4,74,31,24,1
4,75,31,24,1
4,76,31,27,1
4,77,31,19,1
4,78,31,23,1
4,79,31,18,1
4,80,31,22,1
4,81,31,21,1
4,82,31,26,1
4,83,31,24,1
4,84,31,19,1
4,85,31,26,1
4,86,31,26,1
4,87,31,33,1
4,88,31,28,1
4,89,31,25,1
4,90,31,29,1
4,91,31,22,1
4,92,31,27,1
4,93,31,20,1
4,94,31,33,1
4,95,31,24,1
4,96,31,24,1
4,97,31,38,1
4,98,31,24,1
4,99,31,26,1
5,100,31,80,0
5,10,31,100,0
5,11,31,82,0
5,12,31,99,0
5,13,31,94,0
5,14,31,81,0
5,15,31,83,0
5,16,31,78,0
5,17,31,93,0
5,18,31,80,0
5,19,31,89,0
5,20,31,100,0
5,21,31,77,0
5,22,31,100,0
5,23,31,93,0
5,24,31,94,0
5,25,31,88,0
5,26,31,99,0
5,27,31,100,0
5,28,31,83,0
5,29,31,100,0
5,30,31,100,0
5,31,31,100,0
5,32,31,92,0
5,33,31,67,0
5,34,31,100,0
5,35,31,88,0
5,36,31,70,0
5,37,31,97,0
5,38,31,90,0
5,39,31,78,0
5,40,31,100,0
5,41,31,100,0
5,42,31,92,0
5,43,31,93,0
5,44,31,76,0
5,45,31,100,0
5,46,31,95,0
5,47,31,100,0
5,48,31,100,0
5,49,31,100,0
5,50,31,69,0
5,51,31,67,0
5,52,31,79,0
5,53,31,94,0
5,54,31,99,0
5,55,31,85,0
5,56,31,86,0
5,57,31,89,0
5,58,31,91,0
5,59,31,100,0
5,60,31,73,0
5,61,31,90,0
5,62,31,93,0
5,63,31,86,0
5,64,31,100,0
5,65,31,91,0
5,66,31,95,0
5,67,31,90,0
5,68,31,100,0
5,69,31,86,0
5,70,31,94,0
5,71,31,100,0
5,72,31,76,0
5,73,31,100,0
5,74,31,95,0
5,75,31,88,0
5,76,31,83,0
5,77,31,100,0
5,78,31,89,0
5,79,31,88,0
5,80,31,73,0
5,81,31,99,0
5,82,31,89,0
5,83,31,83,0
5,84,31,89,0
5,85,31,100,0
5,86,31,93,0
5,87,31,100,0
5,88,31,87,0
5,89,31,89,0
5,90,31,93,0
5,91,31,100,0
5,92,31,100,0
5,93,31,90,0
5,94,31,91,0
5,95,31,83,0
5,96,31,100,0
5,97,31,90,0
5,98,31,86,0
5,99,31,94,0
5,100,31,30,1
5,10,31,59,1
5,11,31,46,1
5,12,31,30,1
5,13,31,40,1
5,14,31,26,1
5,15,31,36,1
5,16,31,37,1
5,17,31,36,1
5,18,31,40,1
5,19,31,27,1
5,20,31,34,1
5,21,31,25,1
5,22,31,24,1
5,23,31,22,1
5,24,31,42,1
5,25,31,13,1
5,26,31,28,1
5,27,31,30,1
5,28,31,20,1
5,29,31,20,1
5,30,31,32,1
5,31,31,41,1
5,32,31,18,1
5,33,31,23,1
5,34,31,32,1
5,35,31,24,1
5,36,31,26,1
5,37,31,30,1
5,38,31,23,1
5,39,31,11,1
5,40,31,16,1
5,41,31,27,1
5,42,31,21,1
5,43,31,14,1
5,44,31,26,1
5,45,31,18,1
5,46,31,18,1
5,47,31,16,1
5,48,31,26,1
5,49,31,24,1
5,50,31,22,1
5,51,31,19,1
5,52,31,31,1
5,53,31,19,1
5,54,31,22,1
5,55,31,19,1
5,56,31,19,1
5,57,31,24,1
5,58,31,28,1
5,59,31,26,1
5,60,31,26,1
5,61,31,27,1
5,62,31,19,1
5,63,31,17,1
5,64,31,24,1
5,65,31,19,1
5,66,31,25,1
5,67,31,31,1
5,68,31,23,1
5,69,31,37,1
5,70,31,18,1
5,71,31,17,1
5,72,31,27,1
5,73,31,23,1
5,74,31,28,1
5,75,31,20,1
5,76,31,15,1
5,77,31,24,1
5,78,31,21,1
5,79,31,25,1
5,80,31,30,1
5,81,31,26,1
5,82,31,25,1
5,83,31,25,1
5,84,31,26,1
5,85,31,22,1
5,86,31,23,1
5,87,31,28,1
5,88,31,22,1
5,89,31,26,1
5,90,31,25,1
5,91,31,27,1
5,92,31,26,1
5,93,31,24,1
5,94,31,20,1
5,95,31,30,1
5,96,31,18,1
5,97,31,25,1
5,98,31,29,1
5,99,31,37,1
6,100,31,87,0
6,10,31,100,0
6,11,31,90,0
6,12,31,100,0
6,13,31,71,0
6,14,31,100,0
6,15,31,90,0
6,16,31,97,0
6,17,31,94,0
6,18,31,100,0
6,19,31,95,0
6,20,31,100,0
6,21,31,99,0
6,22,31,100,0
6,23,31,93,0
6,24,31,89,0
6,25,31,95,0
6,26,31,90,0
6,27,31,90,0
6,28,31,89,0
6,29,31,89,0
6,30,31,87,0
6,31,31,91,0
6,32,31,100,0
6,33,31,93,0
6,34,31,89,0
6,35,31,95,0
6,36,31,76,0
6,37,31,90,0
6,38,31,97,0
6,39,31,96,0
6,40,31,94,0
6,41,31,84,0
6,42,31,80,0
6,43,31,100,0
6,44,31,100,0
6,45,31,100,0
6,46,31,100,0
6,47,31,89,0
6,48,31,100,0
6,49,31,94,0
6,50,31,100,0
6,51,31,100,0
6,52,31,100,0
6,53,31,100,0
6,54,31,73,0
6,55,31,100,0
6,56,31,81,0
6,57,31,81,0
6,58,31,73,0
6,59,31,92,0
6,60,31,87,0
6,61,31,92,0
6,62,31,86,0
6,63,31,100,0
6,64,31,100,0
6,65,31,93,0
6,66,31,100,0
6,67,31,84,0
6,68,31,98,0
6,69,31,99,0
6,70,31,80,0
6,71,31,95,0
6,72,31,100,0
6,73,31,90,0
6,74,31,76,0
6,75,31,82,0
6,76,31,87,0
6,77,31,91,0
6,78,31,100,0
6,79,31,90,0
6,80,31,87,0
6,81,31,79,0
6,82,31,83,0
6,83,31,94,0
6,84,31,83,0
6,85,31,100,0
6,86,31,79,0
6,87,31,90,0
6,88,31,100,0
6,89,31,100,0
6,90,31,100,0
6,91,31,89,0
6,92,31,81,0
6,93,31,77,0
6,94,31,88,0
6,95,31,75,0
6,96,31,100,0
6,97,31,94,0
6,98,31,88,0
6,99,31,100,0
6,100,31,34,1
6,10,31,49,1
6,11,31,51,1
6,12,31,32,1
6,13,31,38,1
6,14,31,53,1
6,15,31,31,1
6,16,31,36,1
6,17,31,31,1
6,18,31,31,1
6,19,31,32,1
6,20,31,32,1
6,21,31,38,1
6,22,31,34,1
6,23,31,20,1
6,24,31,25,1
6,25,31,33,1
6,26,31,22,1
6,27,31,22,1
6,28,31,24,1
6,29,31,16,1
6,30,31,26,1
6,31,31,29,1
6,32,31,18,1
6,33,31,36,1
6,34,31,22,1
6,35,31,25,1
6,36,31,24,1
6,37,31,20,1
6,38,31,18,1
6,39,31,21,1
6,40,31,12,1
6,41,31,28,1
6,42,31,16,1
6,43,31,19,1
6,44,31,31,1
6,45,31,13,1
6,46,31,17,1
6,47,31,23,1
6,48,31,28,1
6,49,31,19,1
6,50,31,24,1
6,51,31,19,1
6,52,31,27,1
6,53,31,24,1
6,54,31,21,1
6,55,31,16,1
6,56,31,28,1
6,57,31,22,1
6,58,31,25,1
6,59,31,15,1
6,60,31,18,1
6,61,31,24,1
6,62,31,14,1
6,63,31,29,1
6,64,31,32,1
6,65,31,26,1
6,66,31,32,1
6,67,31,27,1
6,68,31,24,1
6,69,31,26,1
6,70,31,27,1
6,71,31,26,1
6,72,31,25,1
6,73,31,31,1
6,74,31,22,1
6,75,31,27,1
6,76,31,27,1
6,77,31,32,1
6,78,31,24,1
6,79,31,30,1
6,80,31,31,1
6,81,31,17,1
6,82,31,47,1
6,83,31,16,1
6,84,31,28,1
6,85,31,32,1
6,86,31,28,1
6,87,31,31,1
6,88,31,34,1
6,89,31,33,1
6,90,31,25,1
6,91,31,27,1
6,92,31,27,1
6,93,31,35,1
6,94,31,28,1
6,95,31,29,1
6,96,31,32,1
6,97,31,34,1
6,98,31,26,1
6,99,31,31,1
7,100,31,91,0
7,10,31,93,0
7,11,31,93,0
7,12,31,90,0
7,13,31,100,0
7,14,31,63,0
7,15,31,100,0
7,16,31,100,0
7,17,31,85,0
7,18,31,86,0
7,19,31,92,0
7,20,31,100,0
7,21,31,100,0
7,22,31,92,0
7,23,31,92,0
7,24,31,95,0
7,25,31,100,0
7,26,31,93,0
7,27,31,100,0
7,28,31,86,0
7,29,31,85,0
7,30,31,100,0
7,31,31,99,0
7,32,31,100,0
7,33,31,80,0
7,34,31,83,0
7,35,31,100,0
7,36,31,92,0
7,37,31,100,0
7,38,31,65,0
7,39,31,91,0
7,40,31,84,0
7,41,31,91,0
7,42,31,86,0
7,43,31,73,0
7,44,31,65,0
7,45,31,89,0
7,46,31,90,0
7,47,31,100,0
7,48,31,95,0
7,49,31,95,0
7,50,31,92,0
7,51,31,82,0
7,52,31,88,0
7,53,31,95,0
7,54,31,82,0
7,55,31,92,0
7,56,31,93,0
7,57,31,100,0
7,58,31,100,0
7,59,31,96,0
7,60,31,88,0
7,61,31,100,0
7,62,31,100,0
7,63,31,100,0
7,64,31,91,0
7,65,31,99,0
7,66,31,100,0
7,67,31,100,0
7,68,31,78,0
7,69,31,90,0
7,70,31,100,0
7,71,31,100,0
7,72,31,80,0
7,73,31,82,0
7,74,31,100,0
7,75,31,89,0
7,76,31,88,0
7,77,31,93,0
7,78,31,91,0
7,79,31,80,0
7,80,31,83,0
7,81,31,93,0
7,82,31,100,0
7,83,31,99,0
7,84,31,80,0
7,85,31,83,0
7,86,31,100,0
7,87,31,83,0
7,88,31,92,0
7,89,31,74,0
7,90,31,93,0
7,91,31,99,0
7,92,31,100,0
7,93,31,89,0
7,94,31,86,0
7,95,31,100,0
7,96,31,78,0
7,97,31,100,0
7,98,31,100,0
7,99,31,100,0
7,100,31,26,1
7,10,31,57,1
7,11,31,45,1
7,12,31,35,1
7,13,31,44,1
7,14,31,27,1
7,15,31,24,1
7,16,31,27,1
7,17,31,33,1
7,18,31,41,1
7,19,31,23,1
7,20,31,49,1
7,21,31,20,1
7,22,31,32,1
7,23,31,45,1
7,24,31,35,1
7,25,31,36,1
7,26,31,30,1
7,27,31,28,1
7,28,31,20,1
7,29,31,28,1
7,30,31,12,1
7,31,31,12,1
7,32,31,21,1
7,33,31,29,1
7,34,31,30,1
7,35,31,25,1
7,36,31,19,1
7,37,31,36,1
7,38,31,24,1
7,39,31,32,1
7,40,31,27,1
7,41,31,21,1
7,42,31,23,1
7,43,31,20,1
7,44,31,27,1
7,45,31,33,1
7,46,31,15,1
7,47,31,22,1
7,48,31,21,1
7,49,31,29,1
7,50,31,22,1
7,51,31,28,1
7,52,31,11,1
7,53,31,16,1
7,54,31,17,1
7,55,31,23,1
7,56,31,14,1
7,57,31,18,1
7,58,31,24,1
7,59,31,22,1
7,60,31,21,1
7,61,31,25,1
7,62,31,15,1
7,63,31,20,1
7,64,31,16,1
7,65,31,29,1
7,66,31,27,1
7,67,31,30,1
7,68,31,37,1
7,69,31,16,1
7,70,31,25,1
7,71,31,28,1
7,72,31,26,1
7,73,31,36,1
7,74,31,28,1
7,75,31,28,1
7,76,31,21,1
7,77,31,24,1
7,78,31,35,1
7,79,31,30,1
7,80,31,22,1
7,81,31,27,1
7,82,31,23,1
7,83,31,22,1
7,84,31,29,1
7,85,31,28,1
7,86,31,23,1
7,87,31,32,1
7,88,31,14,1
7,89,31,20,1
7,90,31,24,1
7,91,31,18,1
7,92,31,32,1
7,93,31,36,1
7,94,31,29,1
7,95,31,25,1
7,96,31,28,1
7,97,31,16,1
7,98,31,31,1
7,99,31,32,1
8,100,31,85,0
8,10,31,69,0
8,11,31,85,0
8,12,31,86,0
8,13,31,93,0
8,14,31,80,0
8,15,31,100,0
8,16,31,91,0
8,17,31,83,0
8,18,31,94,0
8,19,31,90,0
8,20,31,92,0
8,21,31,81,0
8,22,31,100,0
8,23,31,100,0
8,24,31,98,0
8,25,31,84,0
8,26,31,100,0
8,27,31,93,0
8,28,31,90,0
8,29,31,99,0
8,30,31,92,0
8,31,31,100,0
8,32,31,76,0
8,33,31,91,0
8,34,31,65,0
8,35,31,76,0
8,36,31,100,0
8,37,31,100,0
8,38,31,100,0
8,39,31,90,0
8,40,31,100,0
8,41,31,100,0
8,42,31,88,0
8,43,31,84,0
8,44,31,65,0
8,45,31,89,0
8,46,31,100,0
8,47,31,100,0
8,48,31,94,0
8,49,31,84,0
8,50,31,93,0
8,51,31,95,0
8,52,31,100,0
8,53,31,73,0
8,54,31,71,0
8,55,31,100,0
8,56,31,80,0
8,57,31,93,0
8,58,31,88,0
8,59,31,88,0
8,60,31,90,0
8,61,31,100,0
8,62,31,100,0
8,63,31,100,0
8,64,31,76,0
8,65,31,100,0
8,66,31,74,0
8,67,31,90,0
8,68,31,87,0
8,69,31,100,0
8,70,31,78,0
8,71,31,88,0
8,72,31,100,0
8,73,31,85,0
8,74,31,85,0
8,75,31,85,0
8,76,31,82,0
8,77,31,99,0
8,78,31,100,0
8,79,31,100,0
8,80,31,99,0
8,81,31,86,0
8,82,31,86,0
8,83,31,100,0
8,84,31,94,0
8,85,31,100,0
8,86,31,100,0
8,87,31,93,0
8,88,31,99,0
8,89,31,100,0
8,90,31,89,0
8,91,31,100,0
8,92,31,92,0
8,93,31,85,0
8,94,31,77,0
8,95,31,90,0
8,96,31,86,0
8,97,31,92,0
8,98,31,100,0
8,99,31,100,0
8,100,31,27,1
8,10,31,53,1
8,11,31,31,1
8,12,31,48,1
8,13,31,37,1
8,14,31,46,1
8,15,31,22,1
8,16,31,28,1
8,17,31,35,1
8,18,31,34,1
8,19,31,27,1
8,20,31,27,1
8,21,31,34,1
8,22,31,24,1
8,23,31,23,1
8,24,31,20,1
8,25,31,17,1
8,26,31,34,1
8,27,31,39,1
8,28,31,34,1
8,29,31,27,1
8,30,31,23,1
8,31,31,16,1
8,32,31,23,1
8,33,31,19,1
8,34,31,19,1
8,35,31,23,1
8,36,31,26,1
8,37,31,30,1
8,38,31,28,1
8,39,31,27,1
8,40,31,36,1
